,if_reduced,if_log,model,train_rmse_1,train_rmse_2,train_rmse_3,train_rmse_4,train_rmse_5,test_rmse_1,test_rmse_2,test_rmse_3,test_rmse_4,test_rmse_5,train_mape_1,train_mape_2,train_mape_3,train_mape_4,train_mape_5,test_mape_1,test_mape_2,test_mape_3,test_mape_4,test_mape_5,mean_train_rmse,mean_test_rmse,mean_train_mape,mean_test_mape,med_train_rmse,med_test_rmse,med_train_mape,med_test_mape,max_train_rmse,max_test_rmse,max_train_mape,max_test_mape,HL_train_rmse,HL_test_rmse,HL_train_mape,HL_test_mape
0,False,True,SVR,74.57709258120657,105.81811130432324,63.70880051638672,60.13899265729347,76.05668611304957,112.46317303679622,114.1868945136423,135.7081230951875,146.90470659289812,99.30898536518472,8.246129283607052,10.599280845173594,5.77011486182843,5.233485467099713,8.01799394414108,11.593912392627546,12.014239136183159,11.604945345756873,17.495493349791225,12.002002152431517,76.05993663445192,121.71437652074178,7.573400880369974,12.942118475358063,74.57709258120657,114.1868945136423,8.01799394414108,12.002002152431517,105.81811130432324,146.90470659289812,10.599280845173594,17.495493349791225,74.57709258120657,123.10684597904142,7.9163831561366536,12.002002152431517
1,False,True,RF,53.08853329761668,76.26774520347662,54.170950625546155,55.64925048650838,51.13975772716756,83.44756569111925,89.7892786266574,142.24123136216255,112.5488215605736,95.39574001345471,5.599658900330263,7.4478876870736235,5.657722969641125,5.672448263252094,5.316445359559442,7.554378187729752,9.840047204492087,12.050356744984603,12.92224833989949,10.770197709715603,58.06324746806308,104.68452745079352,5.938832635971309,10.627445637364307,54.170950625546155,95.39574001345471,5.657722969641125,10.770197709715603,76.26774520347662,142.24123136216255,7.4478876870736235,12.92224833989949,54.36889189206253,101.16905009361551,5.657722969641125,10.770197709715603
2,False,True,EN,145.03859759110856,143.0576061475955,131.04453886993858,136.4125622450389,144.92644027228215,127.20422115498775,135.4279790491645,191.3880786631096,157.16435090573134,127.42742222424855,14.634084524019794,14.087460202290394,13.450342428599267,13.649371084765157,14.327233144309341,11.807465850932493,15.12004375718764,16.26546468271364,16.800532412442962,13.852767773690392,140.09594902519274,147.72241039944834,14.02969827679679,14.769254895393425,143.0576061475955,135.4279790491645,14.087460202290394,15.12004375718764,145.03859759110856,191.3880786631096,14.634084524019794,16.800532412442962,140.66950125866055,142.29588656498993,14.04221347630953,15.059116228202017
3,False,True,LCEN1,110.65529438506138,98.94316757066174,100.40853322499382,103.30467097976731,104.64665112531313,95.59448687041449,130.3989261835764,153.4862737051316,112.83801589005051,138.3226432729979,11.82734439891712,10.44135616581509,10.591501690193324,10.57377783867247,10.905815534531461,10.168293218699901,14.92779168680432,14.454914799137882,13.297997637598582,15.164717453580506,103.59166345715946,126.12806918443418,10.867959125625893,13.602742959164237,103.30467097976731,130.3989261835764,10.591501690193324,14.454914799137882,110.65529438506138,153.4862737051316,11.82734439891712,15.164717453580506,103.30467097976731,125.58032958152421,10.739796686601967,14.112894662201452
4,False,True,LCEN2,108.38314554265807,74.310991714068,66.76702389709385,121.0827620884463,75.73057274262537,258.05462926809577,160.8588261578884,209.57242945337046,147.78596027897734,127.89344630005016,11.34222900688574,7.37450181929699,7.175271479157075,12.020256979561841,7.9683799130391435,21.307349603217556,13.638849409163326,19.94755157120656,15.541471664856537,13.624731220609917,89.25489919697831,180.83305829167642,9.176127839588158,16.811990693810777,75.73057274262537,160.8588261578884,7.9683799130391435,15.541471664856537,121.0827620884463,258.05462926809577,12.020256979561841,21.307349603217556,91.34706862836303,178.6791948661739,9.358365413091365,16.793200490184944
5,False,True,LCEN3,112.12511076717226,123.71261892834784,63.71930190363695,100.35374269424646,123.80184029959803,135.23317080142635,107.50801022603316,186.42996799770464,132.63385423657758,117.95771829833122,11.39910522545604,11.980894633697243,6.704970287153229,9.80224584130309,12.070776185168572,13.82824852804174,10.842265214353763,17.319937675300437,14.001612566675139,12.749797530444281,104.7425229186003,135.9525443120146,10.391598434555636,13.748372302963071,112.12511076717226,132.63385423657758,11.39910522545604,13.82824852804174,123.80184029959803,186.42996799770464,12.070776185168572,17.319937675300437,112.03318081129714,132.63385423657758,10.891570237500167,13.82824852804174
6,False,True,ALVEN1,115.9208367764957,99.90546826359125,105.29948520290444,106.3819294094153,106.78338064356502,98.47486263968047,122.05248497016369,145.0647128888191,134.18539116189413,126.91064087073771,12.226573167807201,10.486791567796983,10.97052617487069,10.9440595781712,11.20294454662819,10.518314733671245,13.468471930762215,13.774704431817284,14.712643923063808,13.51794098853591,106.85822005919434,125.33761850625902,11.166179007054852,13.198415201570091,106.3819294094153,126.91064087073771,10.97052617487069,13.51794098853591,115.9208367764957,145.0647128888191,12.226573167807201,14.712643923063808,106.3819294094153,126.91064087073771,11.073502062399694,13.51794098853591
7,False,True,ALVEN2,67.52874760619834,81.25371066694994,87.75129404311731,126.85970273289254,90.26862636816844,315.30608493942236,104.01043211915176,115.94069904605968,143.4777350191339,103.43584961510916,7.481894667809991,8.31184335890797,8.939462034152871,12.57550185241547,9.071173453163233,23.671315296715402,10.124658358384343,11.31962421357404,15.428535219044317,12.625263761676237,90.73241628346531,156.43416014777537,9.275975073289906,14.633879369878866,87.75129404311731,115.94069904605968,8.939462034152871,12.625263761676237,126.85970273289254,315.30608493942236,12.57550185241547,23.671315296715402,87.75129404311731,123.74408356914282,8.939462034152871,13.37407971630918
8,False,True,ALVEN3,61.62739401852433,81.64837767414572,69.48478248627505,86.64845775352714,81.02424578523048,1626311.3353226483,107.53178027646112,137.00755000713224,107.65828914982185,133.7602006368508,6.828618041193396,8.16437153650333,7.21652111219153,8.39965519561049,8.065765371362252,66052.23979903916,11.083266408613296,12.00081795230152,13.215055488738992,14.601614090273266,76.08665154354055,325359.45862854377,7.7349862513722005,13220.628110595819,81.02424578523048,133.7602006368508,8.065765371362252,13.215055488738992,86.64845775352714,1626311.3353226483,8.39965519561049,66052.23979903916,75.56658008021039,133.7602006368508,7.69044632434743,13.301216021287393
9,False,True,XGB,52.174914162345736,56.02845636377389,53.60106150451699,54.91515109605078,50.89233643790703,111.76669187575847,74.70184006165528,135.67175966688723,111.14209491981448,97.8230122387239,5.58238601416338,5.631584474200959,5.599303990490012,5.649325347954522,5.2976761545582765,10.530276413551361,8.900349495117256,11.588358567853753,11.860266677108514,10.568253963750491,53.5223839129189,106.22107975256787,5.552055196273431,10.689501023476275,53.60106150451699,111.14209491981448,5.599303990490012,10.568253963750491,56.02845636377389,135.67175966688723,5.649325347954522,11.860266677108514,53.54503262919826,105.18679986427125,5.599303990490012,10.568253963750491
