,Region,State_var,Significance,if_tsfresh,if_log,model,train_rmse_1,train_rmse_2,train_rmse_3,train_rmse_4,train_rmse_5,test_rmse_1,test_rmse_2,test_rmse_3,test_rmse_4,test_rmse_5,train_mape_1,train_mape_2,train_mape_3,train_mape_4,train_mape_5,test_mape_1,test_mape_2,test_mape_3,test_mape_4,test_mape_5,mean_train_rmse,mean_test_rmse,mean_train_mape,mean_test_mape,med_train_rmse,med_test_rmse,med_train_mape,med_test_mape,max_train_rmse,max_test_rmse,max_train_mape,max_test_mape,HL_train_rmse,HL_test_rmse,HL_train_mape,HL_test_mape
757,B,V_t,3.5,TRUE,FALSE,RF,33.06465056,34.53805721,34.17664723,32.93842471,33.52818276,100.0154883,91.06577651,104.7230013,121.8124698,94.52001587,3.303648363,3.309810549,3.433701414,3.041704999,3.338479993,9.02215774,9.010272846,9.578603928,13.22680176,9.837999527,33.64919249,102.4273504,3.285469064,10.13516716,33.52818276,100.0154883,3.309810549,9.578603928,34.53805721,121.8124698,3.433701414,13.22680176,33.6206489,100.0154883,3.309810549,9.578603928
703,B,V_t,7.5,FALSE,FALSE,RF,44.0746819,34.59080689,34.97759645,33.69155863,32.82640314,100.720236,90.24667357,107.4999185,122.5068215,97.7014123,4.851985402,3.260593754,3.572396516,3.129017152,3.242149691,9.077522116,9.087880336,9.466361777,13.11518503,10.23740221,36.0322094,103.7350124,3.611228503,10.19687029,34.59080689,100.720236,3.260593754,9.466361777,44.0746819,122.5068215,4.851985402,13.11518503,34.59080689,102.6006654,3.407273103,9.662641272
1007,C,Q_V,7,TRUE,FALSE,XGB,7.483243253,1.322814001,10.03094541,2.379251581,11.00609773,90.73075693,76.11102164,121.3548493,106.2629546,98.51313998,0.798709944,0.131740267,1.077036152,0.252829997,1.132307288,8.210616139,7.912998687,9.66468058,12.15726183,10.62790866,6.444470394,98.59454448,0.67852473,9.71469318,7.483243253,98.51313998,0.798709944,9.66468058,11.00609773,121.3548493,1.132307288,12.15726183,6.205098496,98.51313998,0.664933074,9.66468058
709,B,V_t,8,FALSE,FALSE,RF,44.13109827,43.63881589,34.9333083,41.55221022,33.18713881,102.7921803,87.85833218,106.1926345,124.5202894,96.76320011,4.85926743,4.530286678,3.55006467,4.153395789,3.309787471,9.386890919,8.957505577,9.398152923,13.53895195,10.01569149,39.4885143,103.6253273,4.080560408,10.25943857,41.55221022,102.7921803,4.153395789,9.398152923,44.13109827,124.5202894,4.85926743,13.53895195,39.2860621,102.7921803,4.084527451,9.701291204
811,B,V_t,8,TRUE,FALSE,RF,33.93440801,34.30018574,35.2284619,33.19215016,33.28395113,101.5482771,89.83808392,106.652766,121.7509331,98.20638047,3.304789843,3.290472308,3.601676015,3.105347894,3.329583736,9.255375603,9.159722945,9.453886814,13.17139752,10.17578748,33.98783139,103.5992881,3.326373959,10.24323407,33.93440801,101.5482771,3.304789843,9.453886814,35.2284619,121.7509331,3.601676015,13.17139752,33.93440801,102.4295732,3.310028022,9.715581542
1686,B,Q_V,4.5,FALSE,TRUE,SVR,38.24814479,67.61630782,58.41986861,37.71283497,37.32859336,120.4416174,74.79020845,136.9177285,86.16559919,83.13741848,4.394898421,6.960120783,6.128073892,4.015577545,3.981994205,10.21024515,8.141701456,10.84779913,9.717059439,9.634335587,47.86514991,100.2905144,5.096132969,9.710228153,38.24814479,86.16559919,4.394898421,9.717059439,67.61630782,136.9177285,6.960120783,10.84779913,48.06635179,101.7895179,5.071825718,9.717059439
1788,B,Q_V,4.5,TRUE,TRUE,SVR,38.24814479,67.61630782,58.41986861,37.71283497,37.32859336,120.4416174,74.79020845,136.9177285,86.16559919,83.13741848,4.394898421,6.960120783,6.128073892,4.015577545,3.981994205,10.21024515,8.141701456,10.84779913,9.717059439,9.634335587,47.86514991,100.2905144,5.096132969,9.710228153,38.24814479,86.16559919,4.394898421,9.717059439,67.61630782,136.9177285,6.960120783,10.84779913,48.06635179,101.7895179,5.071825718,9.717059439
799,B,V_t,7,TRUE,FALSE,RF,34.10453706,34.95225599,34.59274628,33.26075233,32.86294164,102.5814751,88.8879603,109.5693785,122.1698911,97.20209208,3.369373749,3.317293488,3.529427123,3.081933105,3.231391583,9.299780266,9.138171359,9.653258596,13.27088623,10.13438343,33.95464666,104.0821594,3.30588381,10.29929598,34.10453706,102.5814751,3.317293488,9.653258596,34.95225599,122.1698911,3.529427123,13.27088623,33.9267493,103.3857353,3.305680114,9.717081848
691,B,V_t,6.5,FALSE,FALSE,RF,33.71105006,34.98899809,34.47970096,33.13259338,33.62708486,98.4104586,91.41594655,108.5328431,121.2198794,95.51636796,3.313584534,3.370499656,3.49156535,3.080376298,3.384513753,9.180874299,9.344410405,9.717387695,13.13238588,10.07707169,33.98788547,103.0190991,3.328107918,10.29042599,33.71105006,98.4104586,3.370499656,9.717387695,34.98899809,121.2198794,3.49156535,13.13238588,34.05339291,102.0246055,3.349049143,9.717387695
781,B,V_t,5.5,TRUE,FALSE,RF,43.74134518,35.15243769,34.68317178,33.31880785,32.80372403,99.93157186,92.29202828,107.2769122,122.8692037,96.38106043,4.829782146,3.393898727,3.515170232,3.065527482,3.298457021,9.369782378,9.215981932,9.634472151,13.26305045,10.06757514,35.93989731,103.7501553,3.620567122,10.31017241,34.68317178,99.93157186,3.393898727,9.634472151,43.74134518,122.8692037,4.829782146,13.26305045,34.68317178,101.8289863,3.406813627,9.71867876
649,B,V_t,3,FALSE,FALSE,RF,32.96552666,34.32464746,42.96204995,33.31167713,33.958018,97.25344902,92.66929329,105.689632,120.694196,94.06293142,3.236450011,3.291971894,4.805063805,3.095972755,3.369912958,8.755525363,9.29859264,9.723874433,13.21672175,9.823097532,35.50438384,102.0739004,3.559874284,10.16356234,33.958018,97.25344902,3.291971894,9.723874433,42.96204995,120.694196,4.805063805,13.21672175,33.958018,99.87628173,3.303181484,9.723874433
805,B,V_t,7.5,TRUE,FALSE,RF,33.84460203,43.15481641,35.04613867,41.28319016,32.91899403,100.756941,90.50430798,105.9736187,123.2592361,98.04506227,3.290447962,4.447484191,3.543455183,4.156468473,3.254882561,9.002733249,9.284315253,9.413713174,13.34480632,10.18329352,37.24954826,103.7078332,3.738547674,10.2457723,35.04613867,100.756941,3.543455183,9.413713174,43.15481641,123.2592361,4.447484191,13.34480632,37.5638961,102.0093405,3.723458218,9.733804388
769,B,V_t,4.5,TRUE,FALSE,RF,32.9968268,34.64732301,34.97179014,33.53917699,43.49781386,99.18381357,90.28858541,105.5862203,123.0871458,98.62761162,3.233886073,3.360287524,3.486194434,3.088284335,4.751989501,9.101506313,9.104261368,9.742602446,13.32145664,10.28082244,35.93058616,103.3546753,3.584128373,10.31012984,34.64732301,99.18381357,3.360287524,9.742602446,43.49781386,123.0871458,4.751989501,13.32145664,34.64732301,102.1069159,3.360287524,9.742602446
871,C,Q_V,4.5,FALSE,FALSE,RF,36.55872672,40.15163489,36.54819643,36.0830765,34.34928363,89.35941524,73.50926165,121.4660075,117.539459,104.0764408,3.601360895,3.90662569,3.760982269,3.393919196,3.350482122,8.186739751,7.971247361,9.369444116,13.33623882,11.30939129,36.73818363,101.1901168,3.602674034,10.03461227,36.54819643,104.0764408,3.601360895,9.369444116,40.15163489,121.4660075,3.90662569,13.33623882,36.54819643,103.4494371,3.601360895,9.748065519
715,B,V_t,0,TRUE,FALSE,RF,34.23086953,34.98330722,34.16100047,33.34847155,33.49787662,100.8295142,91.73175695,107.795159,125.4846853,98.06340819,3.385620618,3.295430581,3.428547741,3.064233023,3.346886436,8.962936145,9.017902197,9.749953396,13.77284646,10.21327634,34.04430508,104.7809047,3.30414368,10.34338291,34.16100047,100.8295142,3.346886436,9.749953396,34.98330722,125.4846853,3.428547741,13.77284646,34.16100047,102.9292836,3.340525599,9.749953396
955,C,Q_V,3,TRUE,FALSE,RF,45.76010157,40.52384719,37.4527292,35.74143354,35.04144936,87.85450703,73.88139257,125.3898853,116.2973439,103.9853224,5.00199476,3.895950229,3.772312058,3.406727426,3.421245901,8.162601249,7.866506215,9.557681713,13.3673608,11.35399567,38.90391217,101.4816902,3.899646075,10.06162913,37.4527292,103.9853224,3.772312058,9.557681713,45.76010157,125.3898853,5.00199476,13.3673608,38.13264037,102.0759255,3.772312058,9.758298462
793,B,V_t,6.5,TRUE,FALSE,RF,33.66141466,34.88265377,34.64807912,33.0048418,32.96544003,99.83112262,92.12969876,108.3672483,122.1193179,97.23425359,3.27674231,3.327161023,3.542528983,3.083944728,3.254624341,9.31568499,9.245176122,9.563882141,13.26922368,10.20425898,33.83248587,103.9363282,3.297000277,10.31964518,33.66141466,99.83112262,3.27674231,9.563882141,34.88265377,122.1193179,3.542528983,13.26922368,33.82646046,102.8007509,3.290892682,9.759971982
1994,B,V_t,4.5,TRUE,TRUE,EN,53.90355742,67.08688968,72.1930555,71.05466989,71.8491355,132.4623406,100.4531919,89.41958527,80.42325413,99.43674494,5.601053916,6.724272147,7.526080412,6.786974974,6.93798122,12.07563911,9.715846248,7.472553714,9.17005421,11.73679025,67.2174616,100.4390234,6.715272534,10.03417671,71.05466989,99.43674494,6.786974974,9.715846248,72.1930555,132.4623406,7.526080412,12.07563911,69.46801259,99.43674494,6.786974974,9.774096413
917,C,Q_V,8,FALSE,FALSE,XGB,8.86709098,0.362451426,14.56149042,13.11732871,12.10715379,98.91977015,82.96649068,119.2831253,113.044922,99.99963591,1.009324372,0.022069401,1.498802247,1.424947974,1.291853748,8.529507425,9.155531632,9.218769174,12.40302185,10.4088108,9.803103067,102.8427888,1.049399548,9.943128175,12.10715379,99.99963591,1.291853748,9.218769174,14.56149042,119.2831253,1.498802247,12.40302185,10.99220985,101.124808,1.217136173,9.782171214
613,B,V_t,0,FALSE,FALSE,RF,33.31979551,36.10018823,34.56380551,33.79355975,33.6377056,97.81484636,94.07993336,111.1923459,124.3274707,95.89412423,3.33653134,3.427508765,3.463168801,3.100809638,3.350032926,8.784780215,9.256041957,9.755131617,13.63477122,10.32712864,34.28301092,104.6617441,3.335610294,10.35157073,33.79355975,97.81484636,3.350032926,9.755131617,36.10018823,124.3274707,3.463168801,13.63477122,34.10075556,103.5432351,3.350032926,9.7915853
745,B,V_t,2.5,TRUE,FALSE,RF,32.99119901,34.46675368,34.06397878,33.49461247,33.70136452,100.5179412,91.60485829,107.5560929,122.0601197,95.24079514,3.261455534,3.328658312,3.417240687,3.063688398,3.372772274,9.16384583,9.027237769,9.794251629,13.29186851,10.02819309,33.74358169,103.3959614,3.288763041,10.26107937,33.70136452,100.5179412,3.328658312,9.794251629,34.46675368,122.0601197,3.417240687,13.29186851,33.72897635,101.398444,3.317113904,9.794251629
2137,C,Q_V,8,FALSE,TRUE,RF,37.98344406,40.77961309,37.79545488,47.39797011,34.23167459,94.01704734,71.9400403,125.3982344,117.4628363,105.8800386,3.631861998,3.730918346,3.631251748,4.654141565,3.295750534,8.807793235,7.903470774,9.773706439,13.3188776,10.83191498,39.63763135,102.9396394,3.788784838,10.12715261,37.98344406,105.8800386,3.631861998,9.773706439,47.39797011,125.3982344,4.654141565,13.3188776,39.28753399,105.7399418,3.681085047,9.819854109
991,C,Q_V,6,TRUE,FALSE,RF,35.91883562,39.84763203,36.13007424,34.98721343,33.92281464,90.774529,71.07055917,120.3657164,115.0786523,105.4597749,3.578666664,3.916560837,3.602114663,3.304382773,3.299121075,8.548339784,7.840645604,9.342533785,13.07823607,11.10046286,36.16131399,100.5498464,3.540169202,9.982043623,35.91883562,105.4597749,3.578666664,9.342533785,39.84763203,120.3657164,3.916560837,13.07823607,35.91883562,102.9265907,3.578666664,9.824401324
967,C,Q_V,4,TRUE,FALSE,RF,36.90779226,39.99386722,36.18908697,35.94213131,33.59178443,90.49529136,72.85780927,122.4830532,116.8339358,104.7049653,3.65193278,3.862872392,3.648878242,3.429059785,3.289726169,8.257989,7.83546032,9.470943812,13.45816746,11.41359023,36.52493244,101.475011,3.576493873,10.08723016,36.18908697,104.7049653,3.648878242,9.470943812,39.99386722,122.4830532,3.862872392,13.45816746,36.42496178,103.6646136,3.57629928,9.835789617
739,B,V_t,2,TRUE,FALSE,RF,33.42505229,34.53024305,34.6015445,33.70682995,33.09931517,100.3021059,91.55899226,107.1509384,122.2661095,94.4191524,3.258832342,3.286507366,3.469656479,3.093002578,3.309960528,8.976846176,9.07293251,9.881212847,13.28847419,9.836362873,33.87259699,103.1394597,3.283591859,10.21116572,33.70682995,100.3021059,3.286507366,9.836362873,34.6015445,122.2661095,3.469656479,13.28847419,33.85042984,100.7850454,3.284396435,9.836362873
2002,B,V_t,5,TRUE,TRUE,ALVEN,95.63347847,85.32634855,63.44511074,80.78703845,87.99828495,109.8806034,87.3595637,114.2356328,110.064634,93.20785172,9.739934937,7.991796132,6.553292739,7.561334386,8.354146534,10.34901376,8.966081161,8.875259076,11.89688191,9.843922736,82.63805223,102.9496571,8.040100946,9.986231728,85.32634855,109.8806034,7.991796132,9.843922736,95.63347847,114.2356328,9.739934937,11.89688191,84.3926617,101.6362429,7.991796132,9.843922736
721,B,V_t,0.5,TRUE,FALSE,RF,42.88762354,35.2378713,35.19996193,33.69140942,34.24234724,100.5632276,91.84999658,106.2307744,125.5873967,97.55274891,4.743347191,3.3113856,3.544285452,3.129631415,3.395149358,8.909868635,9.083423527,9.849464335,13.91110304,10.36121716,36.25184269,104.3568288,3.624759803,10.42301534,35.19996193,100.5632276,3.395149358,9.849464335,42.88762354,125.5873967,4.743347191,13.91110304,35.19996193,101.8917616,3.427835526,9.849464335
1019,C,Q_V,8,TRUE,FALSE,XGB,10.21998057,0.362451426,10.29072101,13.11732871,12.10715379,87.46273828,83.94230446,119.0640318,111.9832883,99.80268729,1.10670941,0.022069401,1.084287826,1.424947974,1.291853748,8.122922424,9.264577468,9.29129506,12.23933312,10.4377583,9.219527102,100.45101,0.985973672,9.871177274,10.29072101,99.80268729,1.10670941,9.29129506,13.11732871,119.0640318,1.424947974,12.23933312,10.29072101,99.80268729,1.10670941,9.851167885
751,B,V_t,3,TRUE,FALSE,RF,42.40743847,34.71048516,33.8751001,33.08766866,33.99578873,100.8793933,92.56476572,107.8840266,123.5385365,96.05559061,4.687514286,3.317574259,3.399543227,3.038388503,3.370448498,9.152872991,9.168313588,9.857036117,13.46384212,10.0659364,35.61529622,104.1844625,3.562693755,10.34160024,33.99578873,100.8793933,3.370448498,9.857036117,42.40743847,123.5385365,4.687514286,13.46384212,34.29279263,101.9698086,3.370448498,9.857036117
847,C,Q_V,2.5,FALSE,FALSE,RF,35.73031415,39.21626195,37.3099797,44.25130918,34.5234195,90.62092724,74.77651172,124.2414172,116.7902185,104.1000905,3.614701737,3.840516057,3.758806835,4.621989502,3.437606753,8.351369517,7.924459782,9.486006326,13.39801397,11.37232692,38.2062569,102.105833,3.854724177,10.1064353,37.3099797,104.1000905,3.758806835,9.486006326,44.25130918,124.2414172,4.621989502,13.39801397,37.47328805,103.7055728,3.758806835,9.861848219
895,C,Q_V,6.5,FALSE,FALSE,RF,36.15834698,39.71343108,36.67666107,35.017529,34.4934966,90.26276269,70.75094805,124.0166765,114.2410217,106.7820512,3.629851275,3.905054154,3.553369189,3.2527738,3.388816833,8.46518526,7.98116833,9.498726046,12.99297236,11.2744889,36.41189295,101.210692,3.54597305,10.04250818,36.15834698,106.7820512,3.553369189,9.498726046,39.71343108,124.0166765,3.905054154,12.99297236,36.15834698,102.2518922,3.553369189,9.869837078
655,B,V_t,3.5,FALSE,FALSE,RF,33.35296824,42.22099805,33.86991119,33.41761471,33.43128292,97.98622921,90.68879618,106.5327193,121.5956925,95.0699865,3.304869271,4.319253989,3.446630201,3.08593979,3.320679629,8.819950437,8.878388291,10.00213741,13.15344817,9.87237911,35.25855502,102.3746847,3.495474576,10.14526068,33.43128292,97.98622921,3.320679629,9.87237911,42.22099805,121.5956925,4.319253989,13.15344817,33.64376295,100.8013529,3.375749736,9.87237911
1892,B,V_t,4.5,FALSE,TRUE,EN,58.01306751,66.88732048,73.27021525,71.7793763,74.23636862,127.6989649,102.1514633,91.49221976,81.21949378,99.86781189,6.035497809,6.684867802,7.530179167,6.846926147,7.134595025,11.3845892,9.874130024,7.478914794,9.275635947,11.61532528,68.83726963,100.4859907,6.84641319,9.925719049,71.7793763,99.86781189,6.846926147,9.874130024,74.23636862,127.6989649,7.530179167,11.61532528,70.07876787,99.86781189,6.846926147,9.874130024
1015,C,Q_V,8,TRUE,FALSE,RF,35.42394521,38.96679882,35.8732327,34.98681745,34.1944252,90.81380029,70.99349744,115.3826165,113.0521708,107.0756569,3.578828393,3.852532447,3.593998484,3.353738334,3.389148954,8.395708035,7.822375267,9.063342374,12.65701301,11.37245066,35.88904388,99.46354837,3.553649323,9.862177869,35.42394521,107.0756569,3.578828393,9.063342374,38.96679882,115.3826165,3.852532447,12.65701301,35.43002507,101.9329855,3.578828393,9.884079346
727,B,V_t,1,TRUE,FALSE,RF,42.53382542,35.329369,34.43236697,32.89115352,33.86294155,101.8777087,93.29300009,105.8807554,125.8217088,98.64539613,4.739613764,3.370820798,3.464718814,3.047525594,3.364738131,9.180812698,9.018442834,9.891521917,13.83045571,10.41960673,35.80993129,105.1037138,3.59748342,10.46816798,34.43236697,101.8777087,3.370820798,9.891521917,42.53382542,125.8217088,4.739613764,13.83045571,34.59615527,102.2630758,3.414728472,9.891521917
1933,B,V_t,8,FALSE,TRUE,RF,34.68292149,37.0447854,36.92398049,35.72851888,34.57386897,96.76865959,93.04898919,111.9584517,124.4410222,100.6951449,3.22391423,3.326464489,3.430620679,3.153865005,3.213473427,8.711504035,9.479850467,9.896635536,13.17881982,10.2761916,35.79081505,105.3824535,3.269667566,10.30860029,35.72851888,100.6951449,3.22391423,9.896635536,37.0447854,124.4410222,3.430620679,13.17881982,35.80345099,104.3635557,3.269968958,9.896635536
643,B,V_t,2.5,FALSE,FALSE,RF,42.81918202,34.42115799,34.46239243,41.98111055,33.75550988,100.5581461,91.74140282,108.9417099,124.327378,94.81390386,4.728390241,3.279283742,3.471922653,4.145991169,3.368723351,9.087011653,9.15329237,10.08179121,13.53794621,9.899788127,37.48787057,104.0765081,3.798862231,10.35196591,34.46239243,100.5581461,3.471922653,9.899788127,42.81918202,124.327378,4.728390241,13.53794621,38.20113427,101.8778069,3.75735726,9.899788127
973,C,Q_V,4.5,TRUE,FALSE,RF,36.11686766,40.20396775,36.55688178,45.0888727,34.18385037,91.89794743,74.23012624,122.9322971,117.5592296,105.4004235,3.556097617,3.898822986,3.712715525,4.71385995,3.363443016,8.422442313,8.105560772,9.364082547,13.59072586,11.38831108,38.43008805,102.4040048,3.848987819,10.17422451,36.55688178,105.4004235,3.712715525,9.364082547,45.0888727,122.9322971,4.71385995,13.59072586,38.16041771,104.7285885,3.727460301,9.905376694
889,C,Q_V,6,FALSE,FALSE,RF,36.25303134,39.51387646,36.02920212,34.96350238,33.13772471,92.74993426,71.79219216,122.6481672,115.0633677,105.4816038,3.649938253,3.886815317,3.573683937,3.291929408,3.282360999,8.682949694,7.965864552,9.383252761,13.01126797,11.13533645,35.9794674,101.547053,3.536945583,10.03573429,36.02920212,105.4816038,3.573683937,9.383252761,39.51387646,122.6481672,3.886815317,13.01126797,36.02920212,103.906651,3.573683937,9.909143073
631,B,V_t,1.5,FALSE,FALSE,RF,42.59012774,35.19061338,33.6750661,33.46513593,33.78419002,99.33083386,94.63909969,108.4349419,122.6766011,95.58288333,4.684378197,3.400492579,3.43721016,3.067091214,3.357336023,9.128397653,9.265113452,9.915372399,13.27003405,10.15823193,35.74102663,104.132872,3.589301635,10.3474299,33.78419002,99.33083386,3.400492579,9.915372399,42.59012774,122.6766011,4.684378197,13.27003405,34.43283974,102.0089126,3.400492579,9.915372399
637,B,V_t,2,FALSE,FALSE,RF,33.49450963,41.99465846,33.83635978,41.51455912,33.23383128,98.88914297,94.04987196,108.6154133,124.5010174,95.56173347,3.34841829,4.258601011,3.47583055,4.143119827,3.301889722,9.003460508,9.077047621,9.919016867,13.63263363,9.968030128,36.81478366,104.3234358,3.70557188,10.32003775,33.83635978,98.88914297,3.47583055,9.919016867,41.99465846,124.5010174,4.258601011,13.63263363,37.50453438,102.0885734,3.745769059,9.919016867
883,C,Q_V,5.5,FALSE,FALSE,RF,36.83201982,39.75666967,36.25248522,35.003965,34.24096268,93.66333075,70.07099467,122.6984126,114.9858678,105.0423743,3.660356466,3.866219989,3.616043776,3.302573649,3.367244152,8.582506387,7.680218576,9.535242093,12.96937678,11.25757987,36.41722048,101.292196,3.562487606,10.00498474,36.25248522,105.0423743,3.616043776,9.535242093,39.75666967,122.6984126,3.866219989,12.96937678,36.25248522,104.3245993,3.584396819,9.920043127
1837,B,V_t,0,FALSE,TRUE,RF,63.13158206,37.52244019,35.81947547,35.84599979,35.57946754,99.88597178,91.20339696,115.5085411,123.7024316,104.5376976,6.55232555,3.371972738,3.545240917,3.165157677,3.342113939,8.943809731,9.04775676,9.923727148,13.46853123,10.76734884,41.57979301,106.9676078,3.995362165,10.43023474,35.84599979,104.5376976,3.371972738,9.923727148,63.13158206,123.7024316,6.55232555,13.46853123,36.67095783,107.4529143,3.443677428,9.923727148
1009,C,Q_V,7.5,TRUE,FALSE,RF,36.00450488,39.23517714,37.36151142,44.82426718,34.17631021,91.07694531,71.5298869,114.0100819,116.2065202,107.7936387,3.592294541,3.822119453,3.727866862,4.633336755,3.362215366,8.505773689,8.08954654,8.945182352,13.22120174,11.35254606,38.32035417,100.1234146,3.827566595,10.02285008,37.36151142,107.7936387,3.727866862,8.945182352,44.82426718,116.2065202,4.633336755,13.22120174,37.61984101,102.5435136,3.727866862,9.929159874
763,B,V_t,4,TRUE,FALSE,RF,42.74119065,34.91530773,34.4903616,33.59965151,33.48054891,101.1756125,91.05207445,108.4789225,121.2077129,95.82402482,4.700907012,3.36587587,3.420020137,3.09502575,3.32677499,9.215120341,9.060310784,10.10555525,13.19577494,9.931307788,35.84541208,103.5476694,3.581720752,10.30161382,34.4903616,101.1756125,3.36587587,9.931307788,42.74119065,121.2077129,4.700907012,13.19577494,34.4903616,102.1514737,3.373397564,9.931307788
2233,C,Q_V,7.5,TRUE,TRUE,RF,38.04993171,41.86696489,37.47219178,36.74292403,34.07214346,94.69457761,72.70327892,127.9517879,116.1282198,104.2430304,3.585865165,3.815193219,3.587720363,3.296939364,3.224930092,8.950044244,8.014909783,9.929088396,13.01361848,10.93288469,37.64083117,103.1441789,3.502129641,10.16810912,37.47219178,104.2430304,3.585865165,9.929088396,41.86696489,127.9517879,3.815193219,13.01361848,37.47219178,104.2430304,3.520061655,9.941464469
667,B,V_t,4.5,FALSE,FALSE,RF,33.21116413,34.74692112,34.83082277,33.06152539,33.52611885,100.1160289,91.44480935,108.9144093,124.0808869,93.95372165,3.266512041,3.356652761,3.528764754,3.052500702,3.347821025,9.131930303,9.143665485,10.13695811,13.3819346,9.941669701,33.87531045,103.7019712,3.310450257,10.34723164,33.52611885,100.1160289,3.347821025,9.941669701,34.83082277,124.0808869,3.528764754,13.3819346,33.94617408,101.4340655,3.311582401,9.941669701
865,C,Q_V,4,FALSE,FALSE,RF,36.37016232,39.48312752,36.85991106,35.75994452,34.66828949,91.75642788,72.29283388,123.7669758,117.7480923,104.0510014,3.625130488,3.771113836,3.686712134,3.362132259,3.374208614,8.455928913,7.760126056,9.512409414,13.4443317,11.42877551,36.62828698,101.9230662,3.563859466,10.12031432,36.37016232,104.0510014,3.625130488,9.512409414,39.48312752,123.7669758,3.771113836,13.4443317,36.37016232,104.0510014,3.566623048,9.942352212
985,C,Q_V,5.5,TRUE,FALSE,RF,36.83969989,39.75479019,35.58243462,35.11010689,33.88235497,92.20467966,71.72100262,124.6707659,114.7801932,107.1672739,3.634168623,3.951879526,3.554266422,3.322275308,3.345409053,8.495870438,7.963955806,9.704677531,13.07355729,11.39175157,36.23387731,102.1087831,3.561599786,10.12596253,35.58243462,107.1672739,3.554266422,9.704677531,39.75479019,124.6707659,3.951879526,13.07355729,35.97490339,103.4924364,3.554266422,9.943811005
841,C,Q_V,2,FALSE,FALSE,RF,36.09831049,39.56028836,38.14280854,36.6862328,34.96614566,90.20684357,72.79458865,126.5799382,116.6909284,106.2109531,3.666399042,3.843835741,3.788895167,3.504160339,3.503065748,8.334833225,7.794226666,9.90812334,13.25498682,11.55448938,37.09075717,102.4966504,3.661271207,10.16933189,36.6862328,106.2109531,3.666399042,9.90812334,39.56028836,126.5799382,3.843835741,13.25498682,37.12055951,103.448886,3.666399042,9.944661302
661,B,V_t,4,FALSE,FALSE,RF,33.01117682,42.7731232,34.46357302,34.08987091,33.2491718,99.9580024,91.5189984,107.3560418,122.3670161,95.36453009,3.232767187,4.400808859,3.505029198,3.108138669,3.318560703,9.109347984,8.992216621,10.00027631,13.34095149,9.947831343,35.51738315,103.3129178,3.513060923,10.27812475,34.08987091,99.9580024,3.318560703,9.947831343,42.7731232,122.3670161,4.400808859,13.34095149,34.08987091,101.3602859,3.368898192,9.947831343
2239,C,Q_V,8,TRUE,TRUE,RF,37.5752348,40.49534525,37.92867317,37.84788357,34.41060507,93.68250754,74.27212582,126.154875,115.0795242,102.9139578,3.639198189,3.724235675,3.615730271,3.346180549,3.307388347,8.74366253,8.120195473,9.953506511,13.06433045,10.61448517,37.65154837,102.4205981,3.526546606,10.09923603,37.84788357,102.9139578,3.615730271,9.953506511,40.49534525,126.154875,3.724235675,13.06433045,37.75195399,102.9139578,3.515812011,9.953506511
961,C,Q_V,3.5,TRUE,FALSE,RF,36.43626047,39.90803377,36.73977907,35.97171645,33.93008513,89.09946676,74.96181556,126.8897526,115.2451398,106.3198337,3.61753774,3.881671041,3.648763234,3.388116877,3.379794919,8.287438711,8.07265915,9.684116236,13.21697249,11.63174637,36.59717498,102.5032017,3.583176762,10.17858659,36.43626047,106.3198337,3.61753774,9.684116236,39.90803377,126.8897526,3.881671041,13.21697249,36.43626047,102.1723033,3.61753774,9.959592539
733,B,V_t,1.5,TRUE,FALSE,RF,34.02187389,35.22605962,34.10242773,34.30789322,32.85693855,98.53403905,89.83397593,106.3281134,123.7968803,96.23450188,3.304295623,3.353396932,3.498446532,3.172300839,3.262618507,8.766581065,8.922479332,9.961981174,13.5301148,10.14874237,34.1030386,102.9455021,3.318211687,10.26597975,34.10242773,98.53403905,3.304295623,9.961981174,35.22605962,123.7968803,3.498446532,13.5301148,34.10242773,101.2813077,3.30800772,9.961981174
877,C,Q_V,5,FALSE,FALSE,RF,36.85819778,40.00177002,37.11788809,45.23219879,34.40980159,93.01311208,72.98424999,122.950877,117.1197158,105.5137943,3.649663849,3.89922681,3.731099657,4.743470132,3.328414712,8.576635742,7.984493967,9.419473868,13.62035899,11.35321904,38.72397125,102.3163498,3.870375032,10.19083632,37.11788809,105.5137943,3.731099657,9.419473868,45.23219879,122.950877,4.743470132,13.62035899,38.4299839,105.0664139,3.774445329,9.96492739
2131,C,Q_V,7.5,FALSE,TRUE,RF,38.42263346,41.52961975,38.19964246,47.96911419,34.50305836,92.24347525,72.00622152,128.453403,117.2269006,105.6354008,3.575409953,3.840674496,3.641672355,4.731082074,3.237434009,8.642999832,7.882719309,9.97664019,13.42773272,11.05219253,40.12481365,103.1130802,3.805254578,10.19645692,38.42263346,105.6354008,3.641672355,9.97664019,47.96911419,128.453403,4.731082074,13.42773272,39.86463111,104.7351879,3.708042225,9.97664019
1939,B,V_t,0,TRUE,TRUE,RF,34.80538687,68.78450905,35.81649164,35.05468694,34.90331008,97.05934988,88.82027057,110.6942665,124.1962431,102.7072263,3.312488183,6.446065318,3.403993646,3.056045787,3.272258985,8.689864444,8.96203465,9.97920896,13.2293388,10.33265757,41.87287692,104.6954713,3.898170384,10.23862088,35.05468694,102.7072263,3.312488183,9.97920896,68.78450905,124.1962431,6.446065318,13.2293388,35.35990086,103.8768082,3.338126315,9.97920896
